N,Min,Max,Random Number,Steps
10000,1,50000,8016,114
10000,1,50000,16794,66
10000,1,50000,6914,44
10000,1,50000,31461,54
10000,1,50000,20502,149
10000,1,50000,1638,42
10000,1,50000,17539,141
10000,1,50000,7924,101
10000,1,50000,27000,139
10000,1,50000,29654,121
10000,1,50000,28844,121
10000,1,50000,22857,175
10000,1,50000,10562,55
10000,1,50000,26201,51
10000,1,50000,2243,45
10000,1,50000,12904,24
10000,1,50000,26879,245
10000,1,50000,14364,151
10000,1,50000,2510,89
10000,1,50000,20617,136
10000,1,50000,7694,145
10000,1,50000,4303,108
10000,1,50000,9548,104
10000,1,50000,25990,126
10000,1,50000,8184,65
10000,1,50000,25261,64
10000,1,50000,23074,144
10000,1,50000,13304,76
10000,1,50000,10497,148
10000,1,50000,14518,164
10000,1,50000,6616,44
10000,1,50000,28573,196
10000,1,50000,17661,172
10000,1,50000,14911,71
10000,1,50000,19973,167
10000,1,50000,31998,98
10000,1,50000,8805,140
10000,1,50000,1965,143
10000,1,50000,21000,30
10000,1,50000,21582,162
10000,1,50000,31146,103
10000,1,50000,21630,69
10000,1,50000,13561,89
10000,1,50000,2964,48
10000,1,50000,32457,160
10000,1,50000,25225,108
10000,1,50000,22496,175
10000,1,50000,19469,48
10000,1,50000,4384,95
10000,1,50000,17030,40
10000,1,50000,15396,133
10000,1,50000,14027,107
10000,1,50000,7552,39
10000,1,50000,32208,72
10000,1,50000,5702,28
10000,1,50000,31907,54
10000,1,50000,26243,46
10000,1,50000,3434,105
10000,1,50000,30926,134
10000,1,50000,11590,143
10000,1,50000,10016,135
10000,1,50000,16960,128
10000,1,50000,11142,68
10000,1,50000,430,102
10000,1,50000,17276,128
10000,1,50000,688,33
10000,1,50000,743,95
10000,1,50000,9660,122
10000,1,50000,31747,103
10000,1,50000,329,50
10000,1,50000,19409,167
10000,1,50000,17695,79
10000,1,50000,22200,69
10000,1,50000,20691,149
10000,1,50000,8063,96
10000,1,50000,24439,38
10000,1,50000,13001,125
10000,1,50000,31119,85
10000,1,50000,13241,120
10000,1,50000,10170,34
10000,1,50000,14951,71
10000,1,50000,29632,134
10000,1,50000,31563,103
10000,1,50000,29399,46
10000,1,50000,9940,91
10000,1,50000,11113,117
10000,1,50000,10935,117
10000,1,50000,31130,41
10000,1,50000,2750,40
10000,1,50000,29017,183
10000,1,50000,29991,165
10000,1,50000,29136,46
10000,1,50000,5835,80
10000,1,50000,32101,46
10000,1,50000,5541,67
10000,1,50000,17067,172
10000,1,50000,3189,123
10000,1,50000,26101,139
10000,1,50000,30862,147
10000,1,50000,22632,131
10000,1,50000,21272,56
10000,1,50000,12482,50
10000,1,50000,6468,49
10000,1,50000,23342,82
10000,1,50000,25417,82
10000,1,50000,24797,139
10000,1,50000,26660,95
10000,1,50000,19770,136
10000,1,50000,31850,28
10000,1,50000,9716,47
10000,1,50000,19640,136
10000,1,50000,21561,149
10000,1,50000,22651,206
10000,1,50000,4305,77
10000,1,50000,6189,36
10000,1,50000,12789,76
10000,1,50000,21043,105
10000,1,50000,28963,103
10000,1,50000,31751,103
10000,1,50000,12340,37
10000,1,50000,12624,32
10000,1,50000,16513,97
10000,1,50000,22803,82
10000,1,50000,989,49
10000,1,50000,4395,126
10000,1,50000,16044,190
10000,1,50000,31389,129
10000,1,50000,27485,152
10000,1,50000,5519,160
10000,1,50000,8980,47
10000,1,50000,4580,152
10000,1,50000,3145,61
10000,1,50000,25035,64
10000,1,50000,1950,143
10000,1,50000,1483,140
10000,1,50000,21573,69
10000,1,50000,1542,34
10000,1,50000,28837,72
10000,1,50000,27345,152
10000,1,50000,24868,113
10000,1,50000,22227,118
10000,1,50000,5695,173
10000,1,50000,14147,102
10000,1,50000,13393,94
10000,1,50000,25350,56
10000,1,50000,21185,56
10000,1,50000,1969,24
10000,1,50000,13677,151
10000,1,50000,31685,54
10000,1,50000,23173,56
10000,1,50000,1950,143
10000,1,50000,18489,154
10000,1,50000,738,20
10000,1,50000,8426,83
10000,1,50000,21115,105
10000,1,50000,31159,54
10000,1,50000,29544,72
10000,1,50000,3741,131
10000,1,50000,24791,157
10000,1,50000,2188,32
10000,1,50000,22643,113
10000,1,50000,27927,90
10000,1,50000,21968,131
10000,1,50000,19625,149
10000,1,50000,9797,135
10000,1,50000,11111,55
10000,1,50000,16589,40
10000,1,50000,16938,35
10000,1,50000,10647,55
10000,1,50000,24626,113
10000,1,50000,10095,148
10000,1,50000,15230,58
10000,1,50000,301,16
10000,1,50000,11512,130
10000,1,50000,27588,108
10000,1,50000,32457,160
10000,1,50000,21933,118
10000,1,50000,26264,77
10000,1,50000,25278,201
10000,1,50000,21126,56
10000,1,50000,17329,141
10000,1,50000,10007,179
10000,1,50000,12004,42
10000,1,50000,15729,146
10000,1,50000,11291,148
10000,1,50000,11421,130
10000,1,50000,13128,76
10000,1,50000,32164,98
10000,1,50000,24233,100
10000,1,50000,10688,73
10000,1,50000,12985,50
10000,1,50000,31488,54
10000,1,50000,21193,56
10000,1,50000,27397,59
10000,1,50000,28473,51
10000,1,50000,14542,164
10000,1,50000,25262,64
10000,1,50000,30116,64
10000,1,50000,23986,51
10000,1,50000,2726,66
10000,1,50000,15523,146
10000,1,50000,908,15
10000,1,50000,16868,58
10000,1,50000,4240,126
10000,1,50000,32415,266
10000,1,50000,167,67
10000,1,50000,18082,185
10000,1,50000,15978,53
10000,1,50000,12314,37
10000,1,50000,27999,90
10000,1,50000,26174,108
10000,1,50000,29322,46
10000,1,50000,3616,17
10000,1,50000,19041,105
10000,1,50000,14146,102
10000,1,50000,24484,175
10000,1,50000,23972,82
10000,1,50000,29089,77
10000,1,50000,29024,59
10000,1,50000,19949,167
10000,1,50000,14358,120
10000,1,50000,158,36
10000,1,50000,16044,190
10000,1,50000,30592,59
10000,1,50000,1592,122
10000,1,50000,14311,50
10000,1,50000,11529,55
10000,1,50000,1025,36
10000,1,50000,7469,39
10000,1,50000,29662,240
10000,1,50000,21473,48
10000,1,50000,26497,51
10000,1,50000,12754,81
10000,1,50000,8892,184
10000,1,50000,538,30
10000,1,50000,10402,148
10000,1,50000,5714,173
10000,1,50000,23509,51
10000,1,50000,2117,32
10000,1,50000,20988,87
10000,1,50000,30197,41
10000,1,50000,31774,147
10000,1,50000,29464,134
10000,1,50000,4799,165
10000,1,50000,825,134
10000,1,50000,27628,121
10000,1,50000,18974,61
10000,1,50000,21145,149
10000,1,50000,19492,123
10000,1,50000,29182,90
10000,1,50000,9901,73
10000,1,50000,15578,84
10000,1,50000,10456,179
10000,1,50000,14270,195
10000,1,50000,14105,58
10000,1,50000,1750,29
10000,1,50000,30824,54
10000,1,50000,25284,157
10000,1,50000,551,43
10000,1,50000,30090,41
10000,1,50000,8170,52
10000,1,50000,26524,139
10000,1,50000,32452,116
10000,1,50000,26243,46
10000,1,50000,32718,160
10000,1,50000,31177,108
10000,1,50000,21495,100
10000,1,50000,24572,157
10000,1,50000,21358,48
10000,1,50000,15625,146
10000,1,50000,21781,56
10000,1,50000,27719,90
10000,1,50000,12005,42
10000,1,50000,7131,194
10000,1,50000,3636,17
10000,1,50000,17518,216
10000,1,50000,3877,51
10000,1,50000,26431,170
10000,1,50000,29921,116
10000,1,50000,3609,43
10000,1,50000,12356,37
10000,1,50000,9149,122
10000,1,50000,4374,77
10000,1,50000,12466,63
10000,1,50000,7703,145
10000,1,50000,10152,42
10000,1,50000,12902,63
10000,1,50000,1480,47
10000,1,50000,13058,169
10000,1,50000,28324,103
10000,1,50000,1403,127
10000,1,50000,26801,121
10000,1,50000,30990,116
10000,1,50000,18022,40
10000,1,50000,7618,176
10000,1,50000,26996,46
10000,1,50000,8508,78
10000,1,50000,14523,71
10000,1,50000,18277,35
10000,1,50000,9958,42
10000,1,50000,1306,26
10000,1,50000,22220,131
10000,1,50000,13690,151
10000,1,50000,5138,54
10000,1,50000,26259,77
10000,1,50000,18848,123
10000,1,50000,24698,113
10000,1,50000,11486,81
10000,1,50000,25099,64
10000,1,50000,19426,48
10000,1,50000,10484,148
10000,1,50000,24044,43
10000,1,50000,18092,92
10000,1,50000,28901,46
10000,1,50000,4738,121
10000,1,50000,9151,91
10000,1,50000,18682,92
10000,1,50000,23781,51
10000,1,50000,11005,174
10000,1,50000,9503,153
10000,1,50000,17326,128
10000,1,50000,21136,105
10000,1,50000,29165,165
10000,1,50000,19646,123
10000,1,50000,31425,85
10000,1,50000,14788,40
10000,1,50000,21571,30
10000,1,50000,9755,60
10000,1,50000,5319,54
10000,1,50000,923,67
10000,1,50000,4171,126
10000,1,50000,423,32
10000,1,50000,15998,190
10000,1,50000,4005,144
10000,1,50000,5596,67
10000,1,50000,9255,153
10000,1,50000,11431,174
10000,1,50000,30324,178
10000,1,50000,14034,195
10000,1,50000,1369,39
10000,1,50000,28692,121
10000,1,50000,23902,95
10000,1,50000,15293,177
10000,1,50000,25050,113
10000,1,50000,20483,180
10000,1,50000,14206,151
10000,1,50000,12507,112
10000,1,50000,9287,166
10000,1,50000,7850,26
10000,1,50000,6140,62
10000,1,50000,32580,160
10000,1,50000,27042,90
10000,1,50000,15379,58
10000,1,50000,31118,85
10000,1,50000,9829,135
10000,1,50000,9464,91
10000,1,50000,15146,40
10000,1,50000,7999,189
10000,1,50000,10671,86
10000,1,50000,9793,166
10000,1,50000,23829,51
10000,1,50000,29296,72
10000,1,50000,1680,42
10000,1,50000,2184,32
10000,1,50000,22211,193
10000,1,50000,540,43
10000,1,50000,18083,185
10000,1,50000,19276,123
10000,1,50000,5320,54
10000,1,50000,1888,37
10000,1,50000,548,92
10000,1,50000,6949,106
10000,1,50000,29032,59
10000,1,50000,4922,72
10000,1,50000,26278,214
10000,1,50000,3499,131
10000,1,50000,4337,46
10000,1,50000,18833,105
10000,1,50000,5640,36
10000,1,50000,21651,69
10000,1,50000,22607,87
10000,1,50000,19829,136
10000,1,50000,29093,134
10000,1,50000,11291,148
10000,1,50000,12762,76
10000,1,50000,17065,172
10000,1,50000,9675,73
10000,1,50000,2217,76
10000,1,50000,5234,85
10000,1,50000,2142,169
10000,1,50000,2415,120
10000,1,50000,18350,123
10000,1,50000,206,88
10000,1,50000,4418,77
10000,1,50000,9758,135
10000,1,50000,26577,108
10000,1,50000,26897,46
10000,1,50000,31929,98
10000,1,50000,31799,160
10000,1,50000,3146,61
10000,1,50000,13982,58
10000,1,50000,21866,43
10000,1,50000,22360,69
10000,1,50000,20363,87
10000,1,50000,25134,157
10000,1,50000,6398,168
10000,1,50000,18198,123
10000,1,50000,10534,42
10000,1,50000,21024,56
10000,1,50000,27940,108
10000,1,50000,4081,51
10000,1,50000,27371,183
10000,1,50000,29456,134
10000,1,50000,9689,73
10000,1,50000,10374,42
10000,1,50000,6480,31
10000,1,50000,16042,115
10000,1,50000,230,34
10000,1,50000,5895,80
10000,1,50000,8983,184
10000,1,50000,9408,122
10000,1,50000,15018,27
10000,1,50000,17129,79
10000,1,50000,15402,53
10000,1,50000,2715,97
10000,1,50000,24601,232
10000,1,50000,3804,30
10000,1,50000,24522,157
10000,1,50000,21647,69
10000,1,50000,517,123
10000,1,50000,20224,43
10000,1,50000,15848,102
10000,1,50000,11730,104
10000,1,50000,11677,218
10000,1,50000,28502,51
10000,1,50000,6099,124
10000,1,50000,655,144
10000,1,50000,20019,167
10000,1,50000,24181,95
10000,1,50000,20500,56
10000,1,50000,24629,38
10000,1,50000,23618,113
10000,1,50000,4222,170
10000,1,50000,12694,37
10000,1,50000,12309,37
10000,1,50000,32175,98
10000,1,50000,11857,187
10000,1,50000,12811,169
10000,1,50000,44,16
10000,1,50000,31567,178
10000,1,50000,17665,79
10000,1,50000,13194,32
10000,1,50000,20029,66
10000,1,50000,12202,112
10000,1,50000,2438,133
10000,1,50000,2429,45
10000,1,50000,2340,58
10000,1,50000,21246,100
10000,1,50000,1202,57
10000,1,50000,17594,35
10000,1,50000,15462,146
10000,1,50000,18567,66
10000,1,50000,15207,84
10000,1,50000,2800,84
10000,1,50000,6668,31
10000,1,50000,20734,149
10000,1,50000,9990,91
10000,1,50000,32069,147
10000,1,50000,22194,69
10000,1,50000,18016,48
10000,1,50000,4650,121
10000,1,50000,29245,121
10000,1,50000,3035,154
10000,1,50000,17648,48
10000,1,50000,11671,81
10000,1,50000,1758,148
10000,1,50000,5255,85
10000,1,50000,25983,170
10000,1,50000,29037,165
10000,1,50000,19218,74
10000,1,50000,6152,36
10000,1,50000,27883,90
10000,1,50000,7842,52
10000,1,50000,3404,61
10000,1,50000,14097,107
10000,1,50000,5350,46
10000,1,50000,29870,72
10000,1,50000,2414,71
10000,1,50000,3856,25
10000,1,50000,20984,105
10000,1,50000,28552,77
10000,1,50000,32491,67
10000,1,50000,1981,99
10000,1,50000,15047,45
10000,1,50000,8658,52
10000,1,50000,29224,134
10000,1,50000,7923,52
10000,1,50000,29847,72
10000,1,50000,32592,54
10000,1,50000,7465,70
10000,1,50000,9920,91
10000,1,50000,18701,61
10000,1,50000,11167,68
10000,1,50000,21353,48
10000,1,50000,10680,148
10000,1,50000,18744,154
10000,1,50000,8484,109
10000,1,50000,23817,100
10000,1,50000,27022,77
10000,1,50000,8658,52
10000,1,50000,17474,141
10000,1,50000,3373,43
10000,1,50000,11237,161
10000,1,50000,1218,132
10000,1,50000,14032,58
10000,1,50000,6052,67
10000,1,50000,18787,110
10000,1,50000,19430,167
10000,1,50000,32714,67
10000,1,50000,27079,152
10000,1,50000,13063,138
10000,1,50000,14608,133
10000,1,50000,23366,82
10000,1,50000,2723,53
10000,1,50000,25021,113
10000,1,50000,30542,85
10000,1,50000,18090,22
10000,1,50000,18010,40
10000,1,50000,25648,64
10000,1,50000,16751,66
10000,1,50000,7453,70
10000,1,50000,10438,55
10000,1,50000,32480,41
10000,1,50000,20930,131
10000,1,50000,22587,113
10000,1,50000,2912,97
10000,1,50000,4724,59
10000,1,50000,32545,160
10000,1,50000,18701,61
10000,1,50000,14944,89
10000,1,50000,15441,58
10000,1,50000,11054,42
10000,1,50000,23864,144
10000,1,50000,29990,64
10000,1,50000,25963,51
10000,1,50000,26077,51
10000,1,50000,17524,79
10000,1,50000,19929,105
10000,1,50000,13147,63
10000,1,50000,27187,183
10000,1,50000,2624,115
10000,1,50000,11342,81
10000,1,50000,4019,25
10000,1,50000,22605,87
10000,1,50000,30677,59
10000,1,50000,30763,59
10000,1,50000,14734,120
10000,1,50000,20643,149
10000,1,50000,21080,56
10000,1,50000,11852,37
10000,1,50000,5483,116
10000,1,50000,21646,69
10000,1,50000,18771,84
10000,1,50000,25957,51
10000,1,50000,12091,94
10000,1,50000,4104,38
10000,1,50000,10598,99
10000,1,50000,1513,65
10000,1,50000,8888,34
10000,1,50000,28851,121
10000,1,50000,10042,91
10000,1,50000,14635,120
10000,1,50000,24057,43
10000,1,50000,11806,99
10000,1,50000,22199,92
10000,1,50000,21444,74
10000,1,50000,29251,46
10000,1,50000,10051,117
10000,1,50000,8823,47
10000,1,50000,16180,66
10000,1,50000,26403,77
10000,1,50000,14676,40
10000,1,50000,22394,69
10000,1,50000,9932,42
10000,1,50000,17337,128
10000,1,50000,29623,165
10000,1,50000,6427,75
10000,1,50000,27595,152
10000,1,50000,16983,110
10000,1,50000,19791,123
10000,1,50000,20802,149
10000,1,50000,9415,60
10000,1,50000,25163,64
10000,1,50000,16125,97
10000,1,50000,28892,72
10000,1,50000,11342,81
10000,1,50000,19448,167
10000,1,50000,26470,46
10000,1,50000,5256,54
10000,1,50000,718,51
10000,1,50000,15148,84
10000,1,50000,7159,75
10000,1,50000,24979,64
10000,1,50000,1970,24
10000,1,50000,25517,82
10000,1,50000,2855,128
10000,1,50000,12071,42
10000,1,50000,19918,74
10000,1,50000,1045,31
10000,1,50000,21500,100
10000,1,50000,20415,167
10000,1,50000,3837,131
10000,1,50000,6880,106
10000,1,50000,14033,195
10000,1,50000,3806,131
10000,1,50000,776,121
10000,1,50000,29124,20
10000,1,50000,17238,141
10000,1,50000,14081,58
10000,1,50000,7626,31
10000,1,50000,29505,134
10000,1,50000,10200,86
10000,1,50000,13266,76
10000,1,50000,30866,85
10000,1,50000,32376,160
10000,1,50000,1475,140
10000,1,50000,9374,153
10000,1,50000,27337,152
10000,1,50000,11584,24
10000,1,50000,28517,121
10000,1,50000,29449,103
10000,1,50000,5589,36
10000,1,50000,16503,66
10000,1,50000,29428,165
10000,1,50000,16897,128
10000,1,50000,26684,183
10000,1,50000,9878,135
10000,1,50000,22227,118
10000,1,50000,18672,35
10000,1,50000,23565,82
10000,1,50000,20616,30
10000,1,50000,27409,59
10000,1,50000,28470,51
10000,1,50000,29820,72
10000,1,50000,18621,92
10000,1,50000,5171,54
10000,1,50000,15318,177
10000,1,50000,16076,27
10000,1,50000,16506,40
10000,1,50000,29491,46
10000,1,50000,28015,134
10000,1,50000,23154,113
10000,1,50000,1907,29
10000,1,50000,20168,43
10000,1,50000,20079,118
10000,1,50000,19575,198
10000,1,50000,8603,171
10000,1,50000,8680,47
10000,1,50000,6531,137
10000,1,50000,8734,140
10000,1,50000,28475,51
10000,1,50000,29579,95
10000,1,50000,594,74
10000,1,50000,9927,135
10000,1,50000,6977,31
10000,1,50000,23475,144
10000,1,50000,13930,32
10000,1,50000,12563,63
10000,1,50000,17371,141
10000,1,50000,22953,175
10000,1,50000,27258,64
10000,1,50000,19273,136
10000,1,50000,4421,95
10000,1,50000,24457,170
10000,1,50000,18371,185
10000,1,50000,15096,40
10000,1,50000,12000,50
10000,1,50000,14080,120
10000,1,50000,19913,74
10000,1,50000,11230,68
10000,1,50000,23171,51
10000,1,50000,9045,21
10000,1,50000,31822,54
10000,1,50000,521,123
10000,1,50000,32277,72
10000,1,50000,25766,126
10000,1,50000,22912,38
10000,1,50000,5948,98
10000,1,50000,1884,130
10000,1,50000,117,20
10000,1,50000,10354,55
10000,1,50000,26516,77
10000,1,50000,29200,46
10000,1,50000,29539,72
10000,1,50000,25545,157
10000,1,50000,29035,121
10000,1,50000,14388,120
10000,1,50000,12346,112
10000,1,50000,20664,56
10000,1,50000,19581,74
10000,1,50000,7334,44
10000,1,50000,4145,38
10000,1,50000,15918,97
10000,1,50000,15433,84
10000,1,50000,1012,111
10000,1,50000,6252,155
10000,1,50000,17485,110
10000,1,50000,16827,66
10000,1,50000,20337,35
10000,1,50000,14531,164
10000,1,50000,6175,142
10000,1,50000,28679,77
10000,1,50000,28296,33
10000,1,50000,26564,95
10000,1,50000,18308,154
10000,1,50000,2264,63
10000,1,50000,6737,181
10000,1,50000,16379,172
10000,1,50000,29039,165
10000,1,50000,9130,109
10000,1,50000,28514,121
10000,1,50000,625,25
10000,1,50000,20050,92
10000,1,50000,25716,170
10000,1,50000,23016,56
10000,1,50000,8818,78
10000,1,50000,7383,70
10000,1,50000,1419,127
10000,1,50000,2038,63
10000,1,50000,16019,45
10000,1,50000,18129,123
10000,1,50000,14531,164
10000,1,50000,22044,131
10000,1,50000,10996,42
10000,1,50000,21106,105
10000,1,50000,9175,122
10000,1,50000,27196,121
10000,1,50000,28867,72
10000,1,50000,29630,59
10000,1,50000,31755,54
10000,1,50000,28825,72
10000,1,50000,26369,139
10000,1,50000,21055,87
10000,1,50000,1295,39
10000,1,50000,12081,68
10000,1,50000,18569,66
10000,1,50000,22267,69
10000,1,50000,30503,178
10000,1,50000,25421,56
10000,1,50000,27470,64
10000,1,50000,5795,142
10000,1,50000,4233,201
10000,1,50000,7510,62
10000,1,50000,31972,85
10000,1,50000,11277,86
10000,1,50000,22022,193
10000,1,50000,3818,38
10000,1,50000,26690,170
10000,1,50000,5860,36
10000,1,50000,18157,185
10000,1,50000,32559,160
10000,1,50000,18630,154
10000,1,50000,29343,103
10000,1,50000,2093,125
10000,1,50000,22887,113
10000,1,50000,3705,162
10000,1,50000,6575,75
10000,1,50000,19129,79
10000,1,50000,2501,27
10000,1,50000,14229,151
10000,1,50000,2301,45
10000,1,50000,28977,165
10000,1,50000,7295,88
10000,1,50000,17220,79
10000,1,50000,6035,41
10000,1,50000,14526,102
10000,1,50000,21285,56
10000,1,50000,16811,66
10000,1,50000,22169,193
10000,1,50000,26942,90
10000,1,50000,9265,109
10000,1,50000,9511,52
10000,1,50000,11652,112
10000,1,50000,20641,149
10000,1,50000,22751,82
10000,1,50000,14550,133
10000,1,50000,1674,42
10000,1,50000,3474,105
10000,1,50000,15679,84
10000,1,50000,24666,38
10000,1,50000,8025,44
10000,1,50000,27994,134
10000,1,50000,5768,49
10000,1,50000,1241,39
10000,1,50000,21000,30
10000,1,50000,24834,113
10000,1,50000,21423,48
10000,1,50000,21320,56
10000,1,50000,27214,90
10000,1,50000,19896,74
10000,1,50000,11320,37
10000,1,50000,12266,50
10000,1,50000,23282,131
10000,1,50000,15477,146
10000,1,50000,8525,78
10000,1,50000,787,59
10000,1,50000,26498,77
10000,1,50000,11484,81
10000,1,50000,5389,67
10000,1,50000,17202,66
10000,1,50000,5704,28
10000,1,50000,3940,25
10000,1,50000,27686,77
10000,1,50000,24590,51
10000,1,50000,32378,160
10000,1,50000,10937,161
10000,1,50000,28070,196
10000,1,50000,29520,41
10000,1,50000,18097,48
10000,1,50000,28768,121
10000,1,50000,21774,118
10000,1,50000,23106,144
10000,1,50000,26524,139
10000,1,50000,1178,119
10000,1,50000,19112,30
10000,1,50000,7382,70
10000,1,50000,1782,47
10000,1,50000,32140,28
10000,1,50000,13851,76
10000,1,50000,17898,92
10000,1,50000,32437,160
10000,1,50000,7580,176
10000,1,50000,7997,52
10000,1,50000,4298,25
10000,1,50000,25733,64
10000,1,50000,3358,87
10000,1,50000,4392,95
10000,1,50000,4087,157
10000,1,50000,9588,122
10000,1,50000,22320,131
10000,1,50000,13200,138
10000,1,50000,12583,262
10000,1,50000,2543,177
10000,1,50000,11746,99
10000,1,50000,3668,38
10000,1,50000,17036,128
10000,1,50000,13805,58
10000,1,50000,14747,102
10000,1,50000,11090,55
10000,1,50000,23897,51
10000,1,50000,31082,41
10000,1,50000,30648,178
10000,1,50000,2688,14
10000,1,50000,22915,30
10000,1,50000,1303,101
10000,1,50000,27765,108
10000,1,50000,7225,44
10000,1,50000,11972,50
10000,1,50000,22352,38
10000,1,50000,11281,86
10000,1,50000,13780,107
10000,1,50000,26342,139
10000,1,50000,30030,103
10000,1,50000,32557,116
10000,1,50000,13435,94
10000,1,50000,1342,96
10000,1,50000,17566,172
10000,1,50000,9846,73
10000,1,50000,16954,84
10000,1,50000,1911,29
10000,1,50000,6353,54
10000,1,50000,387,120
10000,1,50000,29015,72
10000,1,50000,25489,82
10000,1,50000,18806,61
10000,1,50000,7424,26
10000,1,50000,8674,47
10000,1,50000,10024,135
10000,1,50000,25669,64
10000,1,50000,27661,46
10000,1,50000,25996,139
10000,1,50000,7162,101
10000,1,50000,20381,74
10000,1,50000,12513,86
10000,1,50000,21949,56
10000,1,50000,5540,67
10000,1,50000,28977,165
10000,1,50000,22707,43
10000,1,50000,4064,51
10000,1,50000,19628,136
10000,1,50000,11518,112
10000,1,50000,20186,136
10000,1,50000,19458,167
10000,1,50000,27332,59
10000,1,50000,20608,105
10000,1,50000,2867,27
10000,1,50000,16795,159
10000,1,50000,11341,81
10000,1,50000,15909,146
10000,1,50000,24515,95
10000,1,50000,20139,92
10000,1,50000,15131,221
10000,1,50000,27906,134
10000,1,50000,18845,61
10000,1,50000,5385,147
10000,1,50000,9848,73
10000,1,50000,4292,25
10000,1,50000,18694,61
10000,1,50000,504,110
10000,1,50000,7275,132
10000,1,50000,32234,98
10000,1,50000,1240,88
10000,1,50000,29692,240
10000,1,50000,18490,154
10000,1,50000,7730,145
10000,1,50000,15652,146
10000,1,50000,29420,103
10000,1,50000,31277,41
10000,1,50000,2385,102
10000,1,50000,20763,87
10000,1,50000,11847,73
10000,1,50000,31893,54
10000,1,50000,5607,67
10000,1,50000,23599,175
10000,1,50000,13771,58
10000,1,50000,14861,40
10000,1,50000,30386,72
10000,1,50000,11893,99
10000,1,50000,8260,127
10000,1,50000,6400,31
10000,1,50000,14338,76
10000,1,50000,9294,60
10000,1,50000,5283,103
10000,1,50000,12395,156
10000,1,50000,12653,55
10000,1,50000,8518,127
10000,1,50000,26959,90
10000,1,50000,14820,164
10000,1,50000,16323,177
10000,1,50000,12860,169
10000,1,50000,19904,92
10000,1,50000,25820,108
10000,1,50000,23365,82
10000,1,50000,6852,31
10000,1,50000,12873,107
10000,1,50000,28449,59
10000,1,50000,24081,43
10000,1,50000,20937,87
10000,1,50000,25141,126
10000,1,50000,9894,122
10000,1,50000,3809,175
10000,1,50000,12663,55
10000,1,50000,1046,124
10000,1,50000,14471,120
10000,1,50000,17397,141
10000,1,50000,24151,43
10000,1,50000,29786,134
10000,1,50000,29000,72
10000,1,50000,12878,169
10000,1,50000,10684,47
10000,1,50000,11807,81
10000,1,50000,21086,180
10000,1,50000,15645,84
10000,1,50000,29535,196
10000,1,50000,13897,138
10000,1,50000,8432,83
10000,1,50000,22907,82
10000,1,50000,20038,92
10000,1,50000,15569,221
10000,1,50000,20958,131
10000,1,50000,23130,51
10000,1,50000,27882,183
10000,1,50000,26719,69
10000,1,50000,30467,85
10000,1,50000,14524,102
10000,1,50000,6296,62
10000,1,50000,28,18
10000,1,50000,4535,90
10000,1,50000,11299,37
10000,1,50000,14360,71
10000,1,50000,26561,46
10000,1,50000,28312,59
10000,1,50000,10056,42
10000,1,50000,10637,55
10000,1,50000,8693,140
10000,1,50000,28299,103
10000,1,50000,3343,43
10000,1,50000,29596,95
10000,1,50000,19669,43
10000,1,50000,24829,95
10000,1,50000,12731,138
10000,1,50000,4560,108
10000,1,50000,19668,43
10000,1,50000,21359,48
10000,1,50000,31838,222
10000,1,50000,24637,157
10000,1,50000,6597,31
10000,1,50000,31281,108
10000,1,50000,15508,53
10000,1,50000,27236,183
10000,1,50000,25142,64
10000,1,50000,5741,80
10000,1,50000,2161,32
10000,1,50000,8535,127
10000,1,50000,30976,103
10000,1,50000,32104,46
10000,1,50000,14008,32
10000,1,50000,15646,84
10000,1,50000,16668,115
10000,1,50000,9477,122
10000,1,50000,18766,110
10000,1,50000,19800,74
10000,1,50000,3000,48
10000,1,50000,22923,82
10000,1,50000,23534,144
10000,1,50000,15653,146
10000,1,50000,7306,132
10000,1,50000,167,67
10000,1,50000,27421,90
10000,1,50000,20036,92
10000,1,50000,18533,110
10000,1,50000,3509,56
10000,1,50000,1889,81
10000,1,50000,20345,87
10000,1,50000,25098,38
10000,1,50000,2875,53
10000,1,50000,18606,35
10000,1,50000,4658,152
10000,1,50000,26944,46
10000,1,50000,23990,188
10000,1,50000,5665,129
10000,1,50000,25449,56
10000,1,50000,12327,156
10000,1,50000,9114,60
10000,1,50000,5617,85
10000,1,50000,3020,66
10000,1,50000,27337,152
10000,1,50000,22164,69
10000,1,50000,22946,113
10000,1,50000,6940,106
10000,1,50000,23794,74
10000,1,50000,4626,108
10000,1,50000,6779,88
10000,1,50000,723,46
10000,1,50000,6722,44
10000,1,50000,8965,47
10000,1,50000,6715,137
10000,1,50000,17417,141
10000,1,50000,3200,30
10000,1,50000,17637,79
10000,1,50000,31752,147
10000,1,50000,13464,45
10000,1,50000,13361,94
10000,1,50000,12278,125
10000,1,50000,10664,117
10000,1,50000,8063,96
10000,1,50000,22377,69
10000,1,50000,23755,100
10000,1,50000,6387,36
10000,1,50000,17540,141
10000,1,50000,4834,20
10000,1,50000,8456,83
10000,1,50000,1416,34
10000,1,50000,31518,147
10000,1,50000,331,24
10000,1,50000,2412,71
10000,1,50000,29376,134
10000,1,50000,31889,59
10000,1,50000,27874,33
10000,1,50000,5390,28
10000,1,50000,2528,40
10000,1,50000,6491,168
10000,1,50000,16197,66
10000,1,50000,13798,151
10000,1,50000,10387,86
10000,1,50000,24015,69
10000,1,50000,9093,140
10000,1,50000,14992,177
